claim_id,claim_seq,policy_id,station_id,solar_system,production_load,exposure,energy_backup_score,safety_compliance,claim_amount
BI-C-0000315,1,BI-003001,G1,Helionis Cluster,0.895,0.579,2,5,1495846.0
BI-C-0000316,2,BI-003001,G1,Helionis Cluster,0.895,0.579,2,5,1447277.0
BI-C-0000317,3,BI-003001,G1,Helionis Cluster,0.895,0.579,2,5,3518678.0
BI-C-0000318,1,BI-003088,A7,Epsilon,0.6,0.463,3,5,929416.0
BI-C-0000319,2,BI-003088,A7,Epsilon,0.6,0.463,3,5,3522711.0
BI-C-0000320,1,BI-003098,B1,Epsilon,0.736,0.554,1,2,2884299.0
BI-C-0000321,1,BI-003129,B9,Epsilon,0.59,0.233,1,5,2565726.0
BI-C-0000322,1,BI-003134,G6,Helionis Cluster,0.351,0.112,2,1,12280888.0
BI-C-0000323,1,BI-003163,G7,Zeta,0.628,0.833,5,2,2843566.0
BI-C-0000324,1,BI-003164,G7,Epsilon,0.99,0.384,1,1,1909258.0
BI-C-0000325,2,BI-003164,G7,Epsilon,0.99,0.384,1,1,2880809.0
BI-C-0000326,1,BI-003170,A1,Zeta,0.983,0.688,5,5,771419.0
BI-C-0000327,1,BI-003174,A9,Epsilon,0.872,0.518,4,5,57110000.0
BI-C-0000328,1,BI-003178,B5,Zeta,0.526,0.557,2,1,5898649.0
BI-C-0000329,2,BI-003178,B5,Zeta,0.526,0.557,2,1,3318154.0
BI-C-0000330,3,BI-003178,B5,Zeta,0.526,0.557,2,1,1693707.0
BI-C-0000331,4,BI-003178,B5,Zeta,0.526,0.557,2,1,7274578.0
BI-C-0000332,1,BI-003203,B3,Helionis Cluster,0.645,0.942,2,3,3181163.0
BI-C-0000333,1,BI-003206,G3,Zeta,0.071,0.1,5,4,557151.0
BI-C-0000334,1,BI-003207,B3,Zeta,0.528,0.447,1,4,1898391.0
BI-C-0000335,1,BI-003220,A7,Zeta,0.524,0.231,2,4,3754714.0
BI-C-0000336,1,BI-003231,G5,Epsilon,0.928,0.385,5,5,2529151.0
BI-C-0000337,1,BI-003237,G9,Helionis Cluster,0.728,0.249,3,3,3454737.0
BI-C-0000338,1,BI-003257,B7,Helionis Cluster,0.65,0.79,2,4,1646812.0
BI-C-0000339,1,BI-003264,A4,Helionis Cluster,0.455,0.149,3,4,2961697.0
BI-C-0000340,1,BI-003283,B4,Epsilon,0.324,0.334,1,4,1414730.0
BI-C-0000341,1,BI-003289,B9,Zeta,0.712,0.624,2,3,1248991.0
BI-C-0000342,1,BI-003297,G4,Epsilon,0.315,0.271,4,4,1174763.0
BI-C-0000343,1,BI-003318,A5,Zeta,0.816,0.451,1,1,1078967.0
BI-C-0000344,1,BI-003325,B4,Zeta,0.351,0.769,2,3,1614337.0
BI-C-0000345,2,BI-003325,B4,Zeta,0.351,0.769,2,3,28412001.0
BI-C-0000346,3,BI-003325,B4,Zeta,0.351,0.769,2,3,2864829.0
BI-C-0000347,4,BI-003325,B4,Zeta,0.351,0.769,2,3,5014687.0
BI-C-0000348,1,BI-003355,G5,Helionis Cluster,0.854,0.57,1,1,6061696.0
BI-C-0000349,2,BI-003355,G5,Helionis Cluster,0.854,0.57,1,1,511372.0
BI-C-0000350,1,BI-003373,A6,Zeta,0.062,0.171,2,2,1247904.0
BI-C-0000351,1,BI-003390,G2,Helionis Cluster,0.546,0.478,5,1,1699567.0
BI-C-0000352,1,BI-003396,A7,Epsilon,0.465,0.716,1,3,2626781.0
BI-C-0000353,2,BI-003396,A7,Epsilon,0.465,0.716,1,3,571262.0
BI-C-0000354,1,BI-003430,G7,Zeta,0.161,0.083,3,2,3495959.0
BI-C-0000355,1,BI-003453,G6,Zeta,0.012,0.54,3,2,1660480.0
BI-C-0000356,2,BI-003453,G6,Zeta,0.012,0.54,3,2,3837512.0
BI-C-0000357,1,BI-003465,A6,Epsilon,0.484,0.19,5,4,672370.0
BI-C-0000358,1,BI-003466,G8,Epsilon,0.011,0.562,4,1,877753.0
BI-C-0000359,1,BI-003496,B4,Epsilon,0.955,0.259,2,2,3989469.0
BI-C-0000360,1,BI-003503,B9,Epsilon,0.379,0.316,1,1,620293.0
BI-C-0000361,2,BI-003503,B9,Epsilon,0.379,0.316,1,1,1719641.0
BI-C-0000362,3,BI-003503,B9,Epsilon,0.379,0.316,1,1,2096753.0
BI-C-0000363,4,BI-003503,B9,Epsilon,0.379,0.316,1,1,1901056.0
BI-C-0000364,1,BI-003509,G4,Zeta,0.183,0.207,1,4,1369160.0
BI-C-0000365,1,BI-003514,B6,Epsilon,0.123,0.522,3,1,420148.0
BI-C-0000366,2,BI-003514,B6,Epsilon,0.123,0.522,3,1,60009.0
BI-C-0000367,3,BI-003514,B6,Epsilon,0.123,0.522,3,1,1718144.0
BI-C-0000368,1,BI-003528,A7,Helionis Cluster,0.008,0.62,5,5,3038432.0
BI-C-0000369,1,BI-003534,B3,Epsilon,0.077,0.594,1,2,1425532.0
BI-C-0000370,1,BI-003536,G7,Helionis Cluster,0.039,0.532,2,1,1290612.0
BI-C-0000371,1,BI-003553,G8,Epsilon,0.674,0.428,1,3,3819503.0
BI-C-0000372,2,BI-003553,G8,Epsilon,0.674,0.428,1,3,3909107.0
BI-C-0000373,1,BI-003560,A7,Zeta,0.499,0.83,4,4,2146420.0
BI-C-0000374,1,BI-003578,A3,Helionis Cluster,0.22,0.213,3,4,836958.0
BI-C-0000375,1,BI-003584,B6,Zeta,0.944,0.751,1,2,2239694.0
BI-C-0000376,1,BI-003592,A1,Zeta,0.205,0.914,1,1,1974506.0
BI-C-0000377,1,BI-003612,A4,Zeta,0.396,0.344,3,5,1987319.0
BI-C-0000378,1,BI-003615,G4,Helionis Cluster,0.59,0.646,1,1,305855.0
BI-C-0000379,1,BI-003620,B2,Epsilon,0.41,0.715,5,5,4733254.0
BI-C-0000380,2,BI-003620,B2,Epsilon,0.41,0.715,5,5,476580.0
BI-C-0000381,1,BI-003631,B3,Helionis Cluster,0.068,0.161,2,3,879201.0
BI-C-0000382,1,BI-003656,A5,Epsilon,0.655,0.479,5,3,1310589.0
BI-C-0000383,1,BI-003664,B8,Helionis Cluster,0.685,0.604,4,5,700402.0
BI-C-0000384,1,BI-003672,G6,Epsilon,0.329,0.411,5,4,1769993.0
BI-C-0000385,1,BI-003676,B6,Epsilon,0.301,0.828,2,5,624892.0
BI-C-0000386,1,BI-003684,A8,Helionis Cluster,0.76,0.535,2,1,20096139.0
BI-C-0000387,1,BI-003705,A3,Epsilon,0.26,0.918,3,4,4253335.0
BI-C-0000388,1,BI-003713,A3,Zeta,0.794,0.566,1,4,9600246.0
BI-C-0000389,1,BI-003731,A5,Zeta,0.494,0.426,2,5,1139118.0
BI-C-0000390,1,BI-003738,B3,Zeta,0.704,0.311,4,3,1706943.0
BI-C-0000391,1,BI-003755,G6,Epsilon,0.755,0.923,1,3,6320786.0
BI-C-0000392,1,BI-003759,G4,Zeta,0.959,0.625,3,3,446852.0
BI-C-0000393,1,BI-003760,G4,Zeta,0.859,0.555,4,4,3966403.0
BI-C-0000394,1,BI-003770,B1,Epsilon,0.233,0.417,5,3,1143324.0
BI-C-0000395,1,BI-003792,A5,Epsilon,0.066,0.754,3,4,3656357.0
BI-C-0000396,1,BI-003802,G4,Zeta,0.95,0.57,5,3,451318.0
BI-C-0000397,2,BI-003802,G4,Zeta,0.95,0.57,5,3,2052551.0
BI-C-0000398,1,BI-003810,G6,Zeta,0.993,0.564,3,4,281952.0
BI-C-0000399,1,BI-003844,A8,Helionis Cluster,0.039,0.592,2,2,1578706.0
BI-C-0000400,1,BI-003867,A9,Helionis Cluster,0.384,0.203,3,3,721848.0
BI-C-0000401,1,BI-003885,A5,Epsilon,0.431,0.249,2,2,1484150.0
BI-C-0000402,1,BI-003895,G1,Zeta,0.057,0.457,2,3,60204472.0
BI-C-0000403,1,BI-003899,B3,Zeta,0.508,0.187,2,2,212909.0
BI-C-0000404,1,BI-003900,B3,Zeta,0.332,0.428,1,4,3899997.0
BI-C-0000405,2,BI-003900,B3,Zeta,0.332,0.428,1,4,398218.0
BI-C-0000406,1,BI-003903,G9,Epsilon,0.333,0.492,2,4,4188611.0
BI-C-0000407,2,BI-003903,G9,Epsilon,0.333,0.492,2,4,41861552.0
BI-C-0000408,3,BI-003903,G9,Epsilon,0.333,0.492,2,4,5356608.0
BI-C-0000409,4,BI-003903,G9,Epsilon,0.333,0.492,2,4,1862531.0
BI-C-0000410,1,BI-003905,A3,Helionis Cluster,0.351,0.316,1,1,2540966.0
BI-C-0000411,2,BI-003905,A3,Helionis Cluster,0.351,0.316,1,1,33514792.0
BI-C-0000412,1,BI-003906,B6,Zeta,0.818,0.513,5,5,2543877.0
BI-C-0000413,1,BI-003919,G9,Epsilon,0.522,0.37,3,4,1629567.0
BI-C-0000414,2,BI-003919,G9,Epsilon,0.522,0.37,3,4,901553.0
BI-C-0000415,3,BI-003919,G9,Epsilon,0.522,0.37,3,4,2057421.0
BI-C-0000416,1,BI-003922,A7,Zeta,0.148,0.2,1,1,4503967.0
BI-C-0000417,1,BI-003932,B5,Epsilon,0.229,0.197,3,5,1973964.0
BI-C-0000418,1,BI-003934,A3,Helionis Cluster,0.143,0.423,1,5,6304113.0
BI-C-0000419,2,BI-003934,A3,Helionis Cluster,0.143,0.423,1,5,855746.0
BI-C-0000420,1,BI-003943,B5,Zeta,0.955,0.762,3,5,545540.0
BI-C-0000421,1,BI-003977,A8,Epsilon,0.54,0.383,4,1,306204.0
BI-C-0000422,2,BI-003977,A8,Epsilon,0.54,0.383,4,1,785219.0
BI-C-0000423,3,BI-003977,A8,Epsilon,0.54,0.383,4,1,1344514.0
BI-C-0000424,1,BI-003978,B9,Helionis Cluster,0.933,0.231,3,2,211663.0
BI-C-0000425,1,BI-003989,B2,Epsilon,0.809,0.706,3,3,2001110.0
BI-C-0000426,2,BI-003989,B2,Epsilon,0.809,0.706,3,3,1497258.0
BI-C-0000427,3,BI-003989,B2,Epsilon,0.809,0.706,3,3,1974702.0
BI-C-0000428,1,BI-003993,B6,Epsilon,0.971,0.665,5,1,2138586.0
BI-C-0000429,1,BI-004013,A7,Epsilon,0.079,0.385,2,3,432887.0
BI-C-0000430,2,BI-004013,A7,Epsilon,0.079,0.385,2,3,1561879.0
BI-C-0000431,1,BI-004065,G3,Zeta,0.48,0.422,5,3,1632678.0
BI-C-0000432,1,BI-004069,G3,Zeta,0.965,0.445,3,4,274166.0
BI-C-0000433,1,BI-004092,G6,Zeta,0.178,0.411,4,4,276440.0
BI-C-0000434,1,BI-004112,B8,Epsilon,0.992,0.091,3,3,1724878.0
BI-C-0000435,1,BI-004122,B6,Epsilon,0.162,0.726,1,1,14479446.0
BI-C-0000436,1,BI-004124,G4,Zeta,0.736,0.635,1,5,278180.0
BI-C-0000437,2,BI-004124,G4,Zeta,0.736,0.635,1,5,8781610.0
BI-C-0000438,1,BI-004134,B9,Zeta,0.576,0.461,1,2,252874.0
BI-C-0000439,1,BI-004135,B4,Zeta,0.857,0.815,5,5,5374789.0
BI-C-0000440,1,BI-004143,B5,Zeta,0.004,0.93,2,2,11082613.0
BI-C-0000441,1,BI-004153,A4,Epsilon,0.883,0.71,5,3,4756213.0
BI-C-0000442,1,BI-004164,B8,Helionis Cluster,0.549,0.834,3,2,3460613.0
BI-C-0000443,1,BI-004186,A8,Zeta,0.792,0.292,4,5,2497721.0
BI-C-0000444,1,BI-004188,G7,Helionis Cluster,0.424,0.722,1,3,366263.0
BI-C-0000445,1,BI-004202,A8,Zeta,0.175,0.631,5,5,2519677.0
BI-C-0000446,1,BI-004220,B3,Zeta,0.993,0.125,4,4,598934.0
BI-C-0000447,1,BI-004254,B3,Epsilon,0.62,0.083,3,2,2529884.0
BI-C-0000448,1,BI-004257,G8,Epsilon,0.494,0.396,5,2,131589.0
BI-C-0000449,2,BI-004257,G8,Epsilon,0.494,0.396,5,2,1415450.0
BI-C-0000450,1,BI-004259,B1,Helionis Cluster,0.645,0.388,2,2,175413.0
BI-C-0000451,2,BI-004259,B1,Helionis Cluster,0.645,0.388,2,2,1781629.0
BI-C-0000452,1,BI-004263,G8,Epsilon,0.126,0.496,3,1,3815992.0
BI-C-0000453,1,BI-004270,G8,Zeta,0.852,0.534,4,4,2763359.0
BI-C-0000454,2,BI-004270,G8,Zeta,0.852,0.534,4,4,591249.0
BI-C-0000455,1,BI-004277,A5,Epsilon,0.215,0.49,1,1,5580465.0
BI-C-0000456,2,BI-004277,A5,Epsilon,0.215,0.49,1,1,2873336.0
BI-C-0000457,1,BI-004280,B7,Helionis Cluster,0.835,0.584,5,5,3646005.0
BI-C-0000458,1,BI-004288,A4,Zeta,0.961,0.339,1,5,345897.0
BI-C-0000459,2,BI-004288,A4,Zeta,0.961,0.339,1,5,4673428.0
BI-C-0000460,3,BI-004288,A4,Zeta,0.961,0.339,1,5,2381710.0
BI-C-0000461,1,BI-004317,A2,Zeta,0.602,0.671,4,3,15336368.0
BI-C-0000462,1,BI-004320,G2,Zeta,0.244,0.212,4,4,4206007.0
BI-C-0000463,1,BI-004331,G4,Zeta,0.144,0.888,4,2,5404885.0
BI-C-0000464,1,BI-004368,B4,Zeta,0.007,0.246,4,2,3994147.0
BI-C-0000465,1,BI-004391,G1,Epsilon,0.053,0.27,1,4,2272268.0
BI-C-0000466,1,BI-004400,A6,Epsilon,0.248,0.491,4,5,2235447.0
BI-C-0000467,1,BI-004402,A7,Epsilon,0.433,0.403,5,5,6009179.0
BI-C-0000468,2,BI-004402,A7,Epsilon,0.433,0.403,5,5,474514.0
BI-C-0000469,1,BI-004412,G3,Helionis Cluster,0.987,0.776,4,2,5484498.0
BI-C-0000470,2,BI-004412,G3,Helionis Cluster,0.987,0.776,4,2,3042125.0
BI-C-0000471,1,BI-004454,A4,Epsilon,0.573,0.833,4,1,1266679.0
BI-C-0000472,1,BI-004464,B5,Epsilon,0.787,0.083,1,2,2219457.0
BI-C-0000473,1,BI-004475,G6,Helionis Cluster,0.347,0.163,3,2,1315397.0
BI-C-0000474,1,BI-004477,G4,Zeta,0.436,0.138,2,1,750559.0
BI-C-0000475,1,BI-004490,G4,Helionis Cluster,0.651,0.615,5,2,5837167.0
BI-C-0000476,2,BI-004490,G4,Helionis Cluster,0.651,0.615,5,2,2594950.0
BI-C-0000477,1,BI-004499,G2,Zeta,0.164,0.351,1,2,5854615.0
BI-C-0000478,1,BI-004531,A9,Zeta,0.344,0.245,4,2,3921857.0
BI-C-0000479,1,BI-004552,G1,Epsilon,0.397,0.716,2,5,641022.0
BI-C-0000480,1,BI-004553,G1,Epsilon,0.761,0.795,1,4,1560974.0
BI-C-0000481,1,BI-004577,G4,Epsilon,0.72,0.461,1,2,4794731.0
BI-C-0000482,1,BI-004586,B3,Helionis Cluster,0.677,0.444,3,4,290968.0
BI-C-0000483,1,BI-004587,G1,Zeta,0.59,0.608,4,5,2106009.0
BI-C-0000484,1,BI-004595,B1,Zeta,0.772,0.581,2,2,933996.0
BI-C-0000485,1,BI-004596,A4,Helionis Cluster,0.176,0.694,1,4,1071751.0
BI-C-0000486,2,BI-004596,A4,Helionis Cluster,0.176,0.694,1,4,54820683.0
BI-C-0000487,3,BI-004596,A4,Helionis Cluster,0.176,0.694,1,4,1492773.0
BI-C-0000488,1,BI-004598,A5,Helionis Cluster,0.828,0.106,3,3,19779877.0
BI-C-0000489,1,BI-004618,A3,Epsilon,0.037,0.121,5,5,857108.0
BI-C-0000490,1,BI-004667,A5,Epsilon,0.72,0.144,5,5,23156601.0
BI-C-0000491,1,BI-004710,G8,Helionis Cluster,0.263,0.095,1,1,276970.0
BI-C-0000492,1,BI-004718,B3,Zeta,0.549,0.411,2,4,9406152.0
BI-C-0000493,2,BI-004718,B3,Zeta,0.549,0.411,2,4,1020251.0
BI-C-0000494,1,BI-004739,B6,Zeta,0.124,0.317,5,1,1170544.0
BI-C-0000495,2,BI-004739,B6,Zeta,0.124,0.317,5,1,1878001.0
BI-C-0000496,1,BI-004744,G8,Zeta,0.955,0.538,4,3,776582.0
BI-C-0000497,1,BI-004756,G9,Epsilon,0.011,0.821,2,5,8842335.0
BI-C-0000498,2,BI-004756,G9,Epsilon,0.011,0.821,2,5,57020776.0
BI-C-0000499,3,BI-004756,G9,Epsilon,0.011,0.821,2,5,7433978.0
BI-C-0000500,4,BI-004756,G9,Epsilon,0.011,0.821,2,5,3446360.0
BI-C-0000501,1,BI-004776,G7,Epsilon,0.325,0.57,3,2,3595821.0
BI-C-0000502,1,BI-004792,G5,Epsilon,0.285,0.613,5,5,1501244.0
BI-C-0000503,2,BI-004792,G5,Epsilon,0.285,0.613,5,5,1493110.0
BI-C-0000504,3,BI-004792,G5,Epsilon,0.285,0.613,5,5,1383626.0
BI-C-0000505,1,BI-004820,A1,Epsilon,0.362,0.274,3,3,164263.0
BI-C-0000506,1,BI-004847,B2,Epsilon,0.338,0.746,5,1,238068.0
BI-C-0000507,2,BI-004847,B2,Epsilon,0.338,0.746,5,1,635175.0
BI-C-0000508,3,BI-004847,B2,Epsilon,0.338,0.746,5,1,4433583.0
BI-C-0000509,1,BI-004851,A5,Zeta,0.955,0.726,5,3,10299372.0
BI-C-0000510,2,BI-004851,A5,Zeta,0.955,0.726,5,3,3666465.0
BI-C-0000511,3,BI-004851,A5,Zeta,0.955,0.726,5,3,3215515.0
BI-C-0000512,1,BI-004891,A9,Zeta,0.398,0.733,1,3,182539.0
BI-C-0000513,1,BI-004892,B2,Zeta,0.367,0.412,5,2,2119414.0
BI-C-0000514,2,BI-004892,B2,Zeta,0.367,0.412,5,2,1791057.0
BI-C-0000515,1,BI-004901,A3,Epsilon,0.616,0.629,1,3,253431.0
BI-C-0000516,1,BI-004933,B5,Zeta,0.389,0.734,3,3,2806212.0
BI-C-0000517,1,BI-004943,B1,Epsilon,0.671,0.514,5,4,724734.0
BI-C-0000518,1,BI-004948,G3,Helionis Cluster,0.914,0.478,3,4,3795331.0
BI-C-0000519,1,BI-004981,A2,Epsilon,0.937,0.883,5,3,6462479.0
BI-C-0000520,1,BI-004990,A9,Epsilon,0.717,0.086,5,5,585043.0
BI-C-0000521,1,BI-005015,A8,Zeta,0.249,0.613,3,4,3418902.0
BI-C-0000522,1,BI-005019,B3,Zeta,0.696,0.422,4,3,5261049.0
BI-C-0000523,1,BI-005034,B4,Epsilon,0.934,0.339,2,1,521186.0
BI-C-0000524,1,BI-005036,G9,Zeta,0.386,0.687,1,2,10417498.0
BI-C-0000525,1,BI-005047,G8,Zeta,0.567,0.241,5,2,1115890.0
BI-C-0000526,1,BI-005097,G1,Zeta,0.389,0.409,4,3,1579114.0
BI-C-0000527,1,BI-005101,B5,Epsilon,0.372,0.809,1,3,1224305.0
BI-C-0000528,2,BI-005101,B5,Epsilon,0.372,0.809,1,3,4242620.0
BI-C-0000529,3,BI-005101,B5,Epsilon,0.372,0.809,1,3,3688867.0
BI-C-0000530,1,BI-005109,G8,Helionis Cluster,0.009,0.8,4,2,3370074.0
BI-C-0000531,1,BI-005121,G1,Zeta,0.872,0.765,5,3,16920717.0
BI-C-0000532,2,BI-005121,G1,Zeta,0.872,0.765,5,3,828248.0
BI-C-0000533,1,BI-005129,A9,Epsilon,0.001,0.582,2,3,5200189.0
BI-C-0000534,1,BI-005188,A4,Zeta,0.19,0.794,2,5,405828.0
BI-C-0000535,1,BI-005194,G3,Epsilon,0.668,0.677,3,5,11433315.0
BI-C-0000536,1,BI-005208,A2,Zeta,0.001,0.412,3,2,3770318.0
BI-C-0000537,1,BI-005220,A4,Zeta,0.104,0.477,4,4,15870694.0
BI-C-0000538,1,BI-005225,A5,Zeta,0.136,0.165,4,1,3729325.0
BI-C-0000539,1,BI-005244,B7,Zeta,0.209,0.74,1,4,640718.0
BI-C-0000540,2,BI-005244,B7,Zeta,0.209,0.74,1,4,6362905.0
BI-C-0000541,3,BI-005244,B7,Zeta,0.209,0.74,1,4,6653148.0
BI-C-0000542,4,BI-005244,B7,Zeta,0.209,0.74,1,4,11766631.0
BI-C-0000543,1,BI-005260,A6,Zeta,0.594,0.461,3,3,5961578.0
BI-C-0000544,1,BI-005264,A7,Zeta,0.97,0.465,2,4,1403648.0
BI-C-0000545,1,BI-005275,A6,Epsilon,0.626,0.388,4,4,2411345.0
BI-C-0000546,2,BI-005275,A6,Epsilon,0.626,0.388,4,4,725736.0
BI-C-0000547,1,BI-005298,G9,Zeta,0.054,0.732,1,1,1135294.0
BI-C-0000548,1,BI-005324,A2,Zeta,0.196,0.338,2,1,2224607.0
BI-C-0000549,1,BI-005346,B8,Zeta,0.132,0.476,5,2,925162.0
BI-C-0000550,1,BI-005364,G7,Epsilon,0.719,0.329,2,5,17393109.0
BI-C-0000551,1,BI-005374,G6,Helionis Cluster,0.152,0.67,4,1,1453752.0
BI-C-0000552,2,BI-005374,G6,Helionis Cluster,0.152,0.67,4,1,4491332.0
BI-C-0000553,3,BI-005374,G6,Helionis Cluster,0.152,0.67,4,1,768828.0
BI-C-0000554,4,BI-005374,G6,Helionis Cluster,0.152,0.67,4,1,2303571.0
BI-C-0000555,1,BI-005381,G7,Zeta,0.77,0.902,5,1,2249749.0
BI-C-0000556,1,BI-005392,A9,Epsilon,0.246,0.708,1,4,1732564.0
BI-C-0000557,1,BI-005393,A9,Helionis Cluster,0.991,0.439,2,2,1259473.0
BI-C-0000558,1,BI-005402,G4,Zeta,0.819,0.709,1,2,373947.0
BI-C-0000559,1,BI-005407,A8,Helionis Cluster,0.041,0.673,2,2,1328885.0
BI-C-0000560,1,BI-005412,A1,Epsilon,0.662,0.259,1,5,3803918.0
BI-C-0000561,2,BI-005412,A1,Epsilon,0.662,0.259,1,5,1500991.0
BI-C-0000562,3,BI-005412,A1,Epsilon,0.662,0.259,1,5,639710.0
BI-C-0000563,4,BI-005412,A1,Epsilon,0.662,0.259,1,5,3629581.0
BI-C-0000564,1,BI-005457,G7,Helionis Cluster,0.645,0.795,3,2,44240307.0
BI-C-0000565,1,BI-005487,A2,Zeta,0.867,0.141,4,1,3468615.0
BI-C-0000566,1,BI-005514,B5,Helionis Cluster,0.059,0.472,2,3,11837216.0
BI-C-0000567,1,BI-005516,G1,Zeta,0.623,0.349,2,1,6353610.0
BI-C-0000568,2,BI-005516,G1,Zeta,0.623,0.349,2,1,1574515.0
BI-C-0000569,1,BI-005558,A4,Epsilon,0.447,0.492,5,2,399380.0
BI-C-0000570,1,BI-005563,G6,Epsilon,0.045,0.389,1,5,825938.0
BI-C-0000571,1,BI-005578,B8,Helionis Cluster,0.112,0.199,2,4,2812845.0
BI-C-0000572,1,BI-005580,B2,Helionis Cluster,0.615,0.719,3,4,7806321.0
BI-C-0000573,2,BI-005580,B2,Helionis Cluster,0.615,0.719,3,4,390327.0
BI-C-0000574,3,BI-005580,B2,Helionis Cluster,0.615,0.719,3,4,2659542.0
BI-C-0000575,1,BI-005582,G4,Zeta,0.048,0.444,4,1,6593336.0
BI-C-0000576,1,BI-005612,B1,Helionis Cluster,0.229,0.192,2,2,4260660.0
BI-C-0000577,1,BI-005620,B6,Zeta,0.536,0.568,4,3,662384.0
BI-C-0000578,1,BI-005627,B3,Helionis Cluster,0.573,0.388,1,5,1705929.0
BI-C-0000579,1,BI-005640,A5,Epsilon,0.663,0.276,3,3,3310924.0
BI-C-0000580,2,BI-005640,A5,Epsilon,0.663,0.276,3,3,2455155.0
BI-C-0000581,1,BI-005641,A5,Helionis Cluster,0.186,0.836,3,5,11209790.0
BI-C-0000582,2,BI-005641,A5,Helionis Cluster,0.186,0.836,3,5,698505.0
BI-C-0000583,3,BI-005641,A5,Helionis Cluster,0.186,0.836,3,5,375181.0
BI-C-0000584,1,BI-005662,G9,Epsilon,0.12,0.525,1,4,3934619.0
BI-C-0000585,2,BI-005662,G9,Epsilon,0.12,0.525,1,4,4124510.0
BI-C-0000586,1,BI-005671,A5,Zeta,0.496,0.128,3,2,1876430.0
BI-C-0000587,1,BI-005675,A6,Zeta,0.682,0.6,2,5,5149895.0
BI-C-0000588,2,BI-005675,A6,Zeta,0.682,0.6,2,5,5752031.0
BI-C-0000589,3,BI-005675,A6,Zeta,0.682,0.6,2,5,2685149.0
BI-C-0000590,1,BI-005676,B6,Epsilon,0.14,0.322,1,4,552094.0
BI-C-0000591,1,BI-005685,B2,Zeta,0.653,0.876,5,5,2062862.0
BI-C-0000592,1,BI-005696,B3,Epsilon,0.621,0.692,5,1,12537675.0
BI-C-0000593,2,BI-005696,B3,Epsilon,0.621,0.692,5,1,747527.0
BI-C-0000594,3,BI-005696,B3,Epsilon,0.621,0.692,5,1,997378.0
BI-C-0000595,4,BI-005696,B3,Epsilon,0.621,0.692,5,1,301679.0
BI-C-0000596,1,BI-005698,B6,Epsilon,0.217,0.403,4,4,2163266.0
BI-C-0000597,1,BI-005705,G4,Epsilon,0.407,0.325,5,3,8386516.0
BI-C-0000598,2,BI-005705,G4,Epsilon,0.407,0.325,5,3,24323996.0
BI-C-0000599,1,BI-005706,G9,Helionis Cluster,0.68,0.488,4,2,3594323.0
BI-C-0000600,1,BI-005720,A9,Helionis Cluster,0.587,0.755,1,1,509256.0
BI-C-0000601,1,BI-005721,A9,Epsilon,0.879,0.859,3,2,3236732.0
BI-C-0000602,1,BI-005726,G4,Helionis Cluster,0.66,0.257,1,2,1039816.0
BI-C-0000603,1,BI-005733,A8,Zeta,0.049,0.424,1,5,5567428.0
BI-C-0000604,1,BI-005781,G4,Zeta,0.171,0.283,1,1,2558331.0
BI-C-0000605,1,BI-005836,G5,Zeta,0.646,0.56,2,3,1410501.0
BI-C-0000606,2,BI-005836,G5,Zeta,0.646,0.56,2,3,4501500.0
BI-C-0000607,1,BI-005838,A4,Zeta,0.346,0.204,2,2,1199238.0
BI-C-0000608,1,BI-005842,B1,Zeta,0.68,0.7,3,5,13551852.0
BI-C-0000609,1,BI-005843,G2,Zeta,0.949,0.567,3,3,3559709.0
BI-C-0000610,1,BI-005862,G9,Zeta,0.004,0.307,4,1,589077.0
BI-C-0000611,2,BI-005862,G9,Zeta,0.004,0.307,4,1,431570.0
BI-C-0000612,1,BI-005886,A3,Epsilon,0.737,0.552,5,4,528543.0
BI-C-0000613,1,BI-005911,B8,Epsilon,0.81,0.43,3,1,370388.0
BI-C-0000614,2,BI-005911,B8,Epsilon,0.81,0.43,3,1,3549673.0
BI-C-0000615,1,BI-005919,G7,Epsilon,0.479,0.638,2,2,647442.0
BI-C-0000616,2,BI-005919,G7,Epsilon,0.479,0.638,2,2,5410249.0
BI-C-0000617,1,BI-005953,G5,Helionis Cluster,0.076,0.641,5,4,1176998.0
BI-C-0000618,1,BI-005954,G2,Epsilon,0.641,0.659,2,4,1257110.0
BI-C-0000619,2,BI-005954,G2,Epsilon,0.641,0.659,2,4,3749605.0
BI-C-0000620,1,BI-005957,G4,Helionis Cluster,0.463,0.466,5,4,258579.0
BI-C-0000621,1,BI-005975,B9,Helionis Cluster,0.277,0.472,2,3,1758920.0
BI-C-0000622,1,BI-006014,B9,Helionis Cluster,0.626,0.637,5,4,1419963.0
BI-C-0000623,2,BI-006014,B9,Helionis Cluster,0.626,0.637,5,4,7132116.0
BI-C-0000624,3,BI-006014,B9,Helionis Cluster,0.626,0.637,5,4,866428.0
BI-C-0000625,1,BI-006017,B1,Helionis Cluster,0.129,0.83,1,2,1044102.0
BI-C-0000626,1,BI-006020,A7,Zeta,0.281,0.622,3,1,1558816.0
BI-C-0000627,2,BI-006020,A7,Zeta,0.281,0.622,3,1,1804600.0
BI-C-0000628,1,BI-006025,A1,Zeta,0.189,0.298,4,2,8758039.0
BI-C-0000629,1,BI-006027,B4,Helionis Cluster,0.289,0.746,5,1,747583.0
BI-C-0000630,1,BI-006038,G4,Epsilon,0.648,0.694,5,5,2098691.0
